722813-53146; 31.607; -110.428; 1453.3
722825-53145; 37.617; -116.264; 1755.7
722860-23119; 33.9; -117.25; 468.2
722874-93134; 34.024; -118.291; 54.6
722897-93206; 35.237; -120.641; 61
722900-23188; 32.734; -117.183; 4.6
722906-93112; 32.7; -117.2; 7.9
722909-93115; 32.567; -117.117; 7.3
722910-93116; 33.24; -119.458; 153
722925-93117; 33.023; -118.588; 55.5
722928-99999; 33.286; -117.456; 27
722931-93107; 32.867; -117.133; 145.4
722950-23174; 33.938; -118.389; 29.6
722970-23129; 33.812; -118.146; 9.5
722975-53141; 33.79; -118.052; 10.7
723013-13748; 34.268; -77.9; 11.6
723030-13714; 35.174; -79.009; 66.5
723034-93747; 35.033; -79.5; 114.6
723037-93765; 34.734; -76.661; 3.4
723060-13722; 35.892; -78.782; 126.8
723062-99999; 35.017; -76.467; 5.2
723066-13713; 35.344; -77.965; 33.2
723075-13769; 36.817; -76.033; 7
723080-13737; 36.903; -76.192; 9.1
723085-13750; 36.937; -76.289; 5.2
723086-93741; 37.132; -76.493; 12.8
723087-93735; 37.133; -76.6; 3.7
723090-13754; 34.9; -76.883; 8.8
723095-93719; 35.068; -77.048; 5.8
723096-93727; 34.708; -77.44; 7.9
723097-93743; 34.683; -77.033; 6.4
723100-13883; 33.942; -81.118; 68.6
723106-13744; 34.185; -79.724; 44.5
723110-13873; 33.948; -83.328; 239.3
723124-53874; 34.249; -82.159; 192.3
723139-93729; 35.233; -75.622; 3.4
723140-13881; 35.224; -80.955; 221.9
723170-13723; 36.097; -79.943; 271.3
723171-53144; 34.988; -117.865; 694.3
723190-93846; 34.498; -82.71; 231.7
723200-93801; 34.348; -85.161; 194.8
723231-63883; 34.679; -86.685; 208.8
723235-13896; 34.744; -87.6; 164.6
723240-13882; 35.031; -85.201; 204.5
723260-13891; 35.818; -83.986; 293.2
723270-13897; 36.119; -86.689; 182.9
723273-13827; 36.009; -86.52; 165.5
723306-13825; 33.65; -88.45; 66.8
723320-93862; 34.262; -88.771; 110
723340-13893; 35.056; -89.987; 77.4
723403-13963; 34.727; -92.239; 78.6
723418-13977; 33.454; -94.007; 110
723419-93992; 33.221; -92.814; 76.8
723440-13964; 35.333; -94.363; 136.9
723449-53954; 36.372; -94.107; 412.4
723495-13987; 37.147; -94.502; 298.7
723510-13966; 33.979; -98.493; 310
723520-13902; 34.65; -99.267; 421.2
723525-93986; 34.989; -99.053; 474.3
725320-14842; 40.668; -89.684; 198.1
725330-14827; 40.971; -85.206; 241.1
725335-94833; 40.65; -86.15; 247.5
725340-14819; 41.786; -87.752; 186.5
725350-14848; 41.707; -86.316; 235.6
725360-94830; 41.589; -83.801; 203.9
725366-14825; 41.014; -83.669; 243.8
725370-94847; 42.231; -83.331; 192.3
725375-14822; 42.409; -83.01; 190.8
725376-14853; 42.233; -83.533; 236.8
725377-14804; 42.608; -82.818; 176.8
725390-14836; 42.78; -84.579; 256.3
725395-14833; 42.267; -84.467; 304.2
725430-94822; 42.193; -89.093; 222.5
725440-14923; 41.465; -90.523; 180.4
725450-14990; 41.883; -91.717; 264.6
725460-14933; 41.534; -93.653; 291.7
725465-14950; 41.108; -92.447; 256.6
725470-94908; 42.398; -90.704; 321.9
725480-94910; 42.554; -92.401; 264.6
725485-14940; 43.154; -93.327; 373.4
725500-14942; 41.31; -95.899; 299.3
725510-14939; 40.851; -96.748; 362.7
725520-14935; 40.961; -98.314; 560.8
725533-94957; 40.08; -95.592; 298.7
725540-14949; 41.117; -95.917; 319.1
725560-14941; 41.986; -97.435; 472.7
725570-14943; 42.391; -96.379; 333.8
725610-24030; 41.099; -102.986; 1309.4
725620-24023; 41.121; -100.669; 846.7
725640-24018; 41.15; -104.817; 1868.4
725645-24022; 41.317; -105.683; 2214.7
725660-24028; 41.871; -103.593; 1202.4
725670-24032; 42.878; -100.55; 789.4
725690-24089; 42.898; -106.474; 1619.4
725700-24046; 40.493; -107.524; 1886.7
725720-24127; 40.778; -111.969; 1287.8
725744-24027; 41.594; -109.053; 2054.7
725753-99999; 41.05; -113.07; 1292
725755-24101; 41.117; -111.967; 1459.7
725760-24021; 42.815; -108.726; 1704.4
725780-24156; 42.92; -112.571; 1357
725785-24145; 43.516; -112.067; 1441.4
725805-24172; 40.068; -118.569; 1189.3
725825-24121; 40.829; -115.789; 1533.1
725830-24128; 40.902; -117.808; 1309.4
725845-23225; 39.277; -120.71; 1608.1
725847-93230; 38.898; -119.995; 1924.5
725867-24133; 42.542; -113.766; 1266.1
725905-23275; 39.126; -123.201; 183.2
725910-24216; 40.152; -122.254; 107.6
725920-24257; 40.518; -122.299; 151.5
725940-24213; 40.81; -124.16; 6.1
725945-24283; 40.978; -124.109; 61
725946-24286; 41.78; -124.237; 17.4
725955-24259; 41.781; -122.468; 808
725957-24215; 41.333; -122.333; 1077.5
725958-94299; 41.491; -120.564; 1333.5
725970-24225; 42.381; -122.872; 395.3
725975-24235; 42.6; -123.364; 1168
726050-14745; 43.195; -71.501; 105.5
726060-14764; 43.65; -70.3; 13.7
726140-54742; 44.42; -72.019; 212.4
726145-94705; 44.204; -72.562; 343.2
726164-99999; 44.368; -71.544; 327
726170-14742; 44.468; -73.15; 100.6
726185-14605; 44.316; -69.797; 107
726190-94626; 45.462; -69.595; 427
726196-14610; 45.648; -68.693; 123.8
726223-94725; 44.936; -74.846; 65.2
726227-94790; 43.992; -76.022; 96.9
726350-94860; 42.883; -85.524; 244.8
726360-14840; 43.171; -86.237; 190.5
726370-14826; 42.967; -83.749; 234.7
726379-14845; 43.533; -84.08; 201.2
726380-94814; 44.359; -84.674; 350.8
726387-14850; 44.741; -85.583; 188.4
726390-94849; 45.072; -83.564; 208.5
726400-14839; 42.955; -87.904; 204.2
726410-14837; 43.141; -89.345; 264
726416-14921; 43.212; -90.181; 218.5
726430-14920; 43.879; -91.253; 198.7
726435-14991; 44.867; -91.488; 269.8
726436-94930; 43.933; -90.267; 278
726440-14925; 43.904; -92.492; 397.5
726450-14898; 44.479; -88.137; 209.4
726463-14897; 44.929; -89.628; 365.8
726510-14944; 43.578; -96.754; 435.3
726516-24024; 44.051; -101.601; 672.4
726519-94993; 45.669; -96.991; 353.9
726530-94943; 43.767; -99.318; 519.1
726539-94056; 45.032; -102.019; 786.4
726540-14936; 44.398; -98.223; 390.1
726546-14946; 44.905; -97.149; 532.8
726550-14926; 45.543; -94.051; 307.5
726556-14992; 44.548; -95.08; 311.2
726557-14910; 45.868; -95.394; 431.6
726580-14922; 44.883; -93.229; 265.8
726590-14929; 45.443; -98.413; 395.3
726620-24090; 44.043; -103.054; 963.2
726625-24006; 44.15; -103.1; 999.1
726627-94037; 45.604; -103.546; 915.6
726660-24029; 44.769; -106.969; 1202.4
726664-94173; 44.544; -110.421; 2388.1
726665-24062; 43.966; -107.951; 1271.6
726685-94052; 45.546; -100.408; 522.7
726710-24164; 42.584; -110.108; 2124.5
726720-24061; 43.064; -108.459; 1659.6
726770-24033; 45.807; -108.542; 1091.5
726776-24036; 47.049; -109.458; 1263.4
726797-24132; 45.788; -111.161; 1349.4
726798-24150; 45.698; -110.441; 1415.2
726810-24131; 43.567; -116.241; 857.7
726815-24106; 43.05; -115.867; 913.2
726818-94194; 43.834; -111.804; 1480.7
726830-94185; 43.595; -118.956; 1261.9
726880-24155; 45.698; -118.855; 452.9
726885-24152; 45.511; -118.425; 1134.8
726886-24130; 44.843; -117.809; 1024.4
726917-24284; 43.413; -124.244; 5.2
726930-24221; 44.128; -123.221; 107.6
726940-24232; 44.905; -123.001; 62.5
726980-24229; 45.596; -122.609; 5.8
726988-24219; 45.619; -121.166; 71.6
727033-14609; 46.124; -67.793; 145.1
727120-14607; 46.871; -68.017; 190.2
727340-14847; 46.479; -84.357; 220.1
727347-14841; 45.564; -84.793; 214.9
727440-14858; 47.169; -88.489; 333.8
727450-14913; 46.837; -92.183; 436.8
727453-94967; 46.901; -95.068; 437.1
727455-94931; 47.386; -92.839; 412.1
727469-94992; 47.747; -90.344; 185.9
727470-14918; 48.561; -93.398; 360.6
727476-94961; 48.717; -94.6; 329.8
727530-14914; 46.925; -96.811; 274.3
727535-14919; 46.926; -98.669; 455.4
727575-94925; 47.967; -97.4; 278.3
727640-24011; 46.783; -100.757; 503.2
727670-94014; 48.174; -103.637; 579.7
727675-94011; 48.417; -101.35; 508.1
727676-24013; 48.255; -101.273; 507.5
727680-94008; 48.214; -106.621; 696.5
727700-24138; 45.258; -112.554; 1585
727720-24144; 46.606; -111.964; 1166.8
727730-24153; 46.921; -114.093; 972.9
727750-24143; 47.473; -111.382; 1116.8
727755-24112; 47.517; -111.183; 1058.3
727760-99999; 47.45; -111.383; 1130.5
727770-94012; 48.543; -109.763; 787.9
727790-24146; 48.304; -114.264; 901.3
727810-24243; 46.568; -120.543; 324.3
727825-94239; 47.398; -120.201; 374.6
727830-24149; 46.375; -117.016; 437.7
727846-24160; 46.095; -118.287; 355.4
727850-24157; 47.622; -117.528; 717.2
727855-24114; 47.633; -117.65; 750.1
727910-94224; 46.157; -123.883; 2.7
727920-24227; 46.973; -122.903; 57.3
727923-94225; 46.973; -123.93; 3.7
727925-94227; 47.238; -123.141; 82.6
727930-24233; 47.444; -122.314; 112.8
727970-94240; 47.938; -124.555; 56.4
727976-24217; 48.794; -122.537; 45.4
742060-24207; 47.15; -122.483; 98.2
742071-24201; 47.083; -122.583; 91.4
742300-24037; 46.427; -105.883; 799.8
743312-53925; 34.05; -94.401; 108.2
743700-14715; 44.05; -75.733; 209.7
744860-94789; 40.639; -73.762; 3.4
744907-14753; 42.212; -71.114; 193.5
744910-14703; 42.2; -72.533; 73.5
745090-23244; 37.406; -122.048; 11.9
745160-23202; 38.267; -121.933; 18.9
745310-93065; 38.967; -104.817; 2003.2
745700-13840; 39.833; -84.05; 250.9
745940-13705; 38.817; -76.867; 86
745944-93784; 39.281; -76.609; 6.1
745980-13702; 37.083; -76.36; 3.1
746120-93104; 35.688; -117.693; 679.7
746141-23141; 36.583; -115.683; 954.9
746380-99999; 34.3; -103.8; 1326
746710-13806; 36.667; -87.483; 174.7
746716-93808; 36.965; -86.424; 160.9
746930-93737; 35.133; -78.933; 74.4
746939-93785; 35.933; -79.064; 156.1
747020-23110; 36.333; -119.95; 70.7
747188-23158; 33.619; -114.714; 120.4
747320-23002; 32.85; -106.1; 1267.4
747400-13973; 30.511; -99.766; 533.1
747686-13820; 30.417; -88.917; 10.1
747688-53858; 30.464; -88.532; 5.5
747750-13846; 30.067; -85.583; 5.2
747804-13824; 32.017; -81.133; 12.5
747810-13857; 30.967; -83.2; 71
747880-12810; 27.85; -82.517; 4.3
747900-13849; 33.967; -80.467; 73.5
747940-99999; 28.468; -80.567; 3
747946-12886; 28.617; -80.683; 3.1
747950-12867; 28.233; -80.6; 2.4
749230-99999; 65.233; -166.35; 90
785430-11640; 18.336; -64.98; 6.1
893270-99999; -73.2; -127.05; 230
893320-99999; -82.617; -137.083; 549
898660-99999; -77.433; 163.75; 84
898680-99999; -79.9; 169.983; 60
898790-99999; -71.883; 171.2; 30
911620-22501; 22.033; -159.783; 7
911650-22536; 21.984; -159.341; 30.5
911700-22508; 21.487; -158.028; 257.9
911760-22519; 21.45; -157.768; 7.3
911820-22521; 21.324; -157.929; 2.1
911900-22516; 20.9; -156.429; 15.5
911905-22524; 20.79; -156.949; 396.2
911977-21508; 19.76; -155.554; 1798.3
912850-21504; 19.719; -155.053; 11.6
990166-99999; 51.65; -6.7; 5
992030-99999; 56.3; -148.17; 0
992040-99999; 25.84; -89.66; 0
992090-99999; 48.07; -87.78; 183
992130-99999; 47.35; -89.83; 183
992150-99999; 32; -75.083; 0
992160-99999; 42.58; -130.36; 0
992210-99999; 46.05; -131.02; 0
992360-99999; 41.11; -66.62; 0
992370-99999; 46.144; -124.51; 0
992380-99999; 35.74; -121.89; 0
992400-99999; 38.46; -74.7; 0
992410-99999; 36.75; -122.42; 0
992420-99999; 42.35; -70.69; 0
992430-99999; 17.14; -157.79; 0
992440-99999; 26.01; -85.91; 0
992480-99999; 37.36; -122.88; 0
992490-99999; 38.23; -123.32; 0
992500-99999; 39.22; -123.97; 0
992600-99999; 33.75; -119.08; 0
992610-99999; 19.16; -160.74; 0
992620-99999; 17.52; -152.48; 0
992640-99999; 37.75; -122.82; 0
992710-99999; 25.17; -94.42; 0
992730-99999; 32.5; -79.1; 0
992740-99999; 40.78; -124.54; 0
992760-99999; 43.204; -69.128; 0
992780-99999; 43.531; -70.144; 0
992790-99999; 40.5; -69.43; 0
992820-99999; 57.05; -177.58; 0
992850-99999; 60.58; -146.83; 0
992960-99999; 34.88; -120.87; 0
993711-99999; 36.95; -76.33; 10
994006-99999; 26.4; -81.88; 3
994007-99999; 21.3; -157.87; 3
994008-99999; 28.12; -82.8; 6
994010-99999; 28.9; -89.43; 0
994011-99999; 46.208; -123.767; 2
994012-99999; 41.745; -124.183; 4.8
994013-99999; 48.863; -122.758; 5
994014-99999; 47.605; -122.338; 2
994015-99999; 48.547; -123.01; 2
994016-99999; 37.807; -122.465; 2
994017-99999; 40.767; -124.217; 2
994018-99999; 32.867; -117.258; 2
994019-99999; 36.605; -121.888; 2
994020-99999; 36.91; -75.71; 0
994022-99999; 37.99; -122.975; 2
994023-99999; 35.177; -120.76; 2
994024-99999; 48.125; -123.44; 5
994025-99999; 48.112; -122.758; 5
994026-99999; 44.625; -124.043; 2
994027-99999; 32.713; -117.173; 2
994028-99999; 34.008; -118.5; 2
994029-99999; 46.708; -123.965; 5
994031-99999; 42.74; -124.497; 8
994032-99999; 43.345; -124.322; 2
994033-99999; 37.772; -122.298; 2
994034-99999; 38.057; -122.038; 2
994035-99999; 33.72; -118.272; 2
994036-99999; 37.928; -122.4; 5.6
994041-99999; 37.507; -122.2; 6
994044-99999; 38.92; -123.7; 2
994045-99999; 29.73; -84.98; 2
994046-99999; 41.28; -70.1; 0
994047-99999; 30.4; -87.22; 3
994048-99999; 47.267; -122.413; 5
994050-99999; 26.61; -80.03; 0
994060-99999; 43.97; -68.13; 9.1
994070-99999; 47.68; -124.49; 21.3
994080-99999; 57.27; -133.63; 6.7
994081-99999; 58.92; -151.95; 33.2
994082-99999; 28.43; -82.66; 0
994083-99999; 25.08; -81.09; 0
994084-99999; 59.74; -149.47; 24
994086-99999; 30.06; -84.29; 0
994090-99999; 48.22; -88.37; 195.4
994110-99999; 27.83; -97.05; 0
994130-99999; 47.87; -89.31; 183.5
994140-99999; 41.4; -71.03; 0
994160-99999; 34.62; -76.52; 4.6
994180-99999; 48.32; -122.84; 15.2
994190-99999; 47.08; -90.73; 191.7
994200-99999; 47.18; -87.22; 182.9
994210-99999; 34.58; -120.65; 32.3
994220-99999; 27.07; -82.45; 0
994230-99999; 32.68; -79.89; 3
994250-99999; 42.49; -79.35; 182.9
994260-99999; 29.67; -94.05; 0.9
994270-99999; 42.97; -70.62; 13.1
994280-99999; 44.61; -124.07; 9.1
994300-99999; 48.39; -124.74; 30.8
994330-99999; 43.75; -87.69; 175.9
994340-99999; 41.63; -82.84; 176.8
994350-99999; 47.66; -122.44; 3
994370-99999; 43.78; -68.86; 16.2
994390-99999; 26.7; -79; 1.5
994400-99999; 38.9; -76.44; 0
994410-99999; 29.86; -81.26; 0
994420-99999; 30.25; -88.07; 0
994430-99999; 25.01; -80.38; 0
994450-99999; 24.63; -81.11; 0
994560-99999; 25.59; -80.1; 0
994570-99999; 24.46; -81.88; 0
994620-99999; 24.84; -80.86; 0
994640-99999; 29.14; -83.03; 1.8
994650-99999; 29.82; -83.59; 1.8
994660-99999; 61.06; -146.7; 7
994670-99999; 61.08; -146.66; 0
994680-99999; 60.84; -146.88; 0
994690-99999; 60.55; -152.14; 15.9
994700-99999; 59.38; -153.35; 9.1
994710-99999; 27.3; -97.42; 0
994720-99999; 59.33; -151.99; 17.9
994750-99999; 41.31; -72.08; 20
994790-99999; 28.45; -96.4; 9
994800-99999; 26.8; -97.47; 0
994820-99999; 29.41; -84.86; 0
994951-99999; 27.862; -80.445; 10
994971-99999; 42.35; -71.05; 0
994973-99999; 45.28; -86.98; 188
994975-99999; 34.2; -76.67; 10
994977-99999; 29.27; -89.95; 10
994979-99999; 44.02; -83.53; 204
994980-99999; 47.34; -124.75; 0
995000-99999; 29.18; -88.21; 0
995060-99999; 57.7; 1.4; 0
995070-99999; 58.05; -3.05; 0
995130-99999; 56.4; 2.2; 0
995160-99999; 60.22; -146.83; 0
995170-99999; 59.35; 1.3; 0
995180-99999; 60.38; 1.05; 0
995200-99999; 57.1; 1; 0
995210-99999; 53.05; 2.117; 0
995230-99999; 56.3; 2.01; 0
995260-99999; 58.3; -1.7; 0
995300-99999; 58.3; 1; 0
995330-99999; 57.92; 0; 0
995400-99999; 59.5; 1.4; 0
995450-99999; 28.519; -80.166; 0
995460-99999; 28.9; -78.55; 0
995470-99999; 28.8; -86.06; 0
995740-99999; 57; 2; 0
995910-99999; 28.51; -84.51; 0
995930-99999; 50.417; 0.233; 0
996040-99999; 56.3; 2.1; 0
996180-99999; 27.91; -95.36; 0
996190-99999; 26.95; -96.7; 0
996300-99999; 36.61; -74.84; 0
996320-99999; 58.117; 0.117; 0
996330-99999; 40.7; -72; 0
996340-99999; 41.26; -69.29; 0
996390-99999; 53.6; 1.05; 0
996420-99999; 40.25; -73.17; 0
996470-99999; 34.27; -120.45; 0
996610-99999; 52.7; -154.98; 0
996640-99999; 51.4; -7.92; 0
996740-99999; 32.43; -119.53; 0
996760-99999; 44.62; -124.53; 0
996790-99999; 56.4; 2; 0
996970-99999; 29.25; -94.41; 0
997010-99999; 31.4; -80.87; 0
997030-99999; 33.48; -77.58; 3
997040-99999; 35.06; -75.38; 5
997073-99999; 26.133; -94.9; 10
997074-99999; 36.983; -76.05; 3
997078-99999; 56.388; -134.637; 2.5
997110-99999; 28.99; -94.9; 3
997130-99999; 44.27; -67.31; 0
997140-99999; 42.52; -70.57; 0
997150-99999; 43.18; -70.43; 0
997170-99999; 43.72; -69.36; 0
997171-99999; 57.052; -135.342; 1
997173-99999; 20.037; -155.829; 1
997174-99999; 32.782; -79.925; 6
997175-99999; 66.986; -160.574; 12
997176-99999; 59.602; -151.417; 15
997177-99999; 59.923; -141.359; 15
997178-99999; 58.198; -134.257; 3
997179-99999; 55.099; -131.182; 4
997180-99999; 44.06; -69; 0
997181-99999; 44.11; -68.11; 0
997183-99999; 43.49; -67.88; 0
997185-99999; 41.14; -72.66; 0
997186-99999; 40.96; -73.58; 0
997198-99999; 42.75; -124.85; 0
997199-99999; 33.65; -120.2; 3
997201-99999; 53.93; -160.81; 3
997202-99999; 56.05; -152.45; 3
997203-99999; 60.8; -148.28; 3
997204-99999; 59.69; -143.42; 0
